"","ENTITY","TOTAL","UNIQUE","year"
"2007.305","Paolo",12,4,2007
"2007.306","Bruzzano",12,3,2007
"2007.307","Preliminari",12,2,2007
"2007.308","Vibo",12,1,2007
"2007.309","CAPUA",12,1,2007
"2007.310","Marano",11,11,2007
"2007.311","Marsala",11,11,2007
"2007.312","KR",11,11,2007
"2007.313","Rimini",11,11,2007
"2007.314","Aversa",11,11,2007
"2007.315","Monteroni",11,11,2007
"2007.316","Bisceglie",11,11,2007
"2007.317","Valenzano",11,11,2007
"2007.318","Naro",11,11,2007
"2007.319","Triggiano",11,11,2007
"2007.320","Uf",11,11,2007
"2007.321","D.L.",11,11,2007
"2007.322","Albania",11,11,2007
"2007.323","Ospedale",11,11,2007
"2007.324","Stazione Carabinieri",11,11,2007
"2007.325","Polistena",11,11,2007
"2007.326","BA",11,11,2007
"2007.327","Lamezia Terme",11,10,2007
"2007.328","Gioiosa Jonica",11,10,2007
"2007.329","Polizia Criminale",11,10,2007
"2007.330","RGIP",11,9,2007
"2007.331","¬.",11,8,2007
"2007.332","UE",11,8,2007
"2007.333","LEONE",11,7,2007
"2007.334","Pen",11,6,2007
"2007.335","Palazzo",11,4,2007
"2007.336","INUMERO",11,4,2007
"2007.337","Interforze",11,4,2007
"2007.338","Sorveglianza",11,4,2007
"2007.339","Bruno",11,4,2007
"2007.340","Daniele",11,1,2007
"2007.341","E.L.",10,10,2007
"2007.342","TP",10,10,2007
"2007.343","Indagini Preliminari",10,10,2007
"2007.344","R.G.N.R.",10,10,2007
"2007.345","Caltagirone",10,10,2007
"2007.346","Golfo",10,10,2007
"2007.347","Adelfia",10,10,2007
"2007.348","Sidemo",10,10,2007
"2007.349","Veneto",10,10,2007
"2007.350","DCPC",10,10,2007
"2007.351","Basilicata",10,10,2007
"2007.352","Japigia",10,10,2007
"2007.353","Nicotera",10,10,2007
"2007.354","BIRRA",10,10,2007
"2007.355","Z.",10,10,2007
"2007.356","COMMISSO",10,10,2007
"2007.357","A.G.",10,10,2007
"2007.358","Y.",10,10,2007
"2007.359","G.I.P.",10,10,2007
"2007.360","GIONTA",10,10,2007
"2007.361","Salemo",10,8,2007
"2007.362","Nord Italia",10,8,2007
"2007.363","lCOMMESSl",10,8,2007
"2007.364","….",10,7,2007
"2007.365","II",10,7,2007
"2007.366","CR",10,7,2007
"2007.367","Coordinamento",10,6,2007
"2007.368","LICCIARDI",10,6,2007
"2007.369","Andrea",10,5,2007
"2007.370","Bemardo",10,3,2007
"2007.371","Roberto",10,2,2007
"2007.372","Quartiere",10,2,2007
"2007.373","Traiano",10,1,2007
"2007.374","COSOLA",9,9,2007
"2007.375","Vibo Valentia",9,9,2007
"2007.376","Torretta",9,9,2007
"2007.377","S.p.",9,9,2007
"2007.378","Anna",9,9,2007
"2007.379","Noicattaro",9,9,2007
"2007.380","Firenze",9,9,2007
"2007.381","Cinisi",9,9,2007
"2007.382","Scampia",9,9,2007
"2007.383","N.R.",9,9,2007
"2007.384","BRANDI",9,9,2007
"2007.385","Casamassima",9,9,2007
"2007.386","Assessore",9,9,2007
"2007.387","Mantova",9,9,2007
"2007.388","Lago",9,9,2007
"2007.389","GICO",9,9,2007
"2007.390","D.D.A.",9,9,2007
"2007.391","Rione Traiano",9,9,2007
"2007.392","Modena",9,8,2007
"2007.393","Uniti",9,7,2007
"2007.394","NIRTA",9,7,2007
"2007.395","¿.",9,7,2007
"2007.396","Benedetto",9,7,2007
"2007.397","Venezia",9,6,2007
"2007.398","Vito",9,6,2007
"2007.399","MP",9,5,2007
"2007.400","Miano",9,5,2007
"2007.401","Prefettura",9,5,2007
"2007.402","Gennaro",9,4,2007
"2007.403","Agro",9,4,2007
"2007.404","Cristoforo",9,4,2007
"2007.405","Vesuviano",9,3,2007
"2007.406","N.R.",9,3,2007
"2007.407","Ro",9,3,2007
"2007.408","Villa",9,3,2007
"2007.409","Carmine",9,2,2007
"2007.410","Vetere",9,1,2007
"2007.411","Fermo",8,8,2007
"2007.412","Belgio",8,8,2007
"2007.413","Bagheria",8,8,2007
"2007.414","Mondragone",8,8,2007
"2007.415","Duisburg",8,8,2007
"2007.416","Acerra",8,8,2007
"2007.417","Ufficiali",8,8,2007
"2007.418","Ufficiale",8,8,2007
"2007.419","Vittoria",8,8,2007
"2007.420","Uffici",8,8,2007
"2007.421","Carini",8,8,2007
"2007.422","Barra",8,8,2007
"2007.423","P.G.",8,8,2007
"2007.424","Cutro",8,8,2007
"2007.425","APREA",8,8,2007
"2007.426","Kg",8,8,2007
"2007.427","Bagnara Calabra",8,8,2007
"2007.428","D.l.",8,8,2007
"2007.429","Bovalino",8,8,2007
"2007.430","I.P.",8,8,2007
"2007.431","Venezuela",8,8,2007
"2007.432","Vicenza",8,8,2007
"2007.433","Ambasciata",8,8,2007
"2007.434","Investigazioni",8,8,2007
"2007.435","Bernardo PROVENZANO",8,8,2007
"2007.436","Orta Nova",8,8,2007
"2007.437","Cerignola",8,8,2007
"2007.438","Questura",8,8,2007
"2007.439","Casal",8,8,2007
"2007.440","Cesa",8,8,2007
"2007.441","RS",8,8,2007
"2007.442","Nola",8,8,2007
"2007.443","PICCOLO Salvatore",8,8,2007
"2007.444","D.l.A.",8,8,2007
"2007.445","Confindustria",8,8,2007
"2007.446","GALLO",8,8,2007
"2007.447","Veleno",8,8,2007
"2007.448","Cinquefrondi",8,8,2007
"2007.449","Comuni",8,7,2007
"2007.450","Sezione Penale",8,7,2007
"2007.451","Benevento",8,7,2007
"2007.452","Spore",8,7,2007
"2007.453","Pianura",8,6,2007
"2007.454","AN",8,6,2007
"2007.455","RI",8,6,2007
"2007.456","Rocca",8,6,2007
"2007.457","Kaarst",8,6,2007
"2007.458","Servizio",8,6,2007
"2007.459","Portici",8,6,2007
"2007.460","Autostrada",8,5,2007
"2007.461","BELLOCCO",8,5,2007
"2007.462","Amministrazione",8,5,2007
"2007.463","SS",8,5,2007
"2007.464","INGARAO",8,5,2007
"2007.465","Giuseppem",8,4,2007
"2007.466","Fuorigrotta",8,4,2007
"2007.467","Vice",8,4,2007
"2007.468","III",8,4,2007
"2007.469","Oriente",8,4,2007
"2007.470","CONTINI",8,4,2007
"2007.471","GIOFFR»",8,4,2007
"2007.472","Maggiore",8,4,2007
"2007.473","Piano",8,3,2007
"2007.474","ROTOLO",8,3,2007
"2007.475","CONDELLO",8,3,2007
"2007.476","FABBROCINO",8,3,2007
"2007.477","Grandi",8,2,2007
"2007.478","Membri",8,2,2007
"2007.479","Melito",8,2,2007
"2007.480","Nuova",8,2,2007
"2007.481","Natale",8,2,2007
"2007.482","FRANCO",8,1,2007
"2007.483","Vincenzom",8,1,2007
"2007.484","Area",7,7,2007
"2007.485","Sanit‡",7,7,2007
"2007.486","Monopoli",7,7,2007
"2007.487","Marocco",7,7,2007
"2007.488","Marcianise",7,7,2007
"2007.489","Mazzarino",7,7,2007
"2007.490","SA-RC",7,7,2007
"2007.491","C.C.C.",7,7,2007
"2007.492","SARNO",7,7,2007
"2007.493","Padova",7,7,2007
"2007.494","Piana",7,7,2007
"2007.495","RD",7,7,2007
"2007.496","Castellammare",7,7,2007
"2007.497","R.M.P.",7,7,2007
"2007.498","D.Lgs",7,7,2007
"2007.499","Agenzie",7,7,2007
"2007.500","P.d.",7,7,2007
"2007.501","Trieste",7,7,2007
"2007.502","Isola Capo Rizzuto",7,7,2007
"2007.503","PZ",7,7,2007
"2007.504","R.GIP",7,7,2007
"2007.505","Ban",7,7,2007
"2007.506","Pubblico Ministero",7,7,2007
"2007.507","IS",7,7,2007
"2007.508","FALANGA",7,7,2007
"2007.509","Segnalazioni",7,5,2007
"2007.510","Camorra",7,4,2007
"2007.511","Est",7,4,2007
"2007.512","Consigliere",7,4,2007
"2007.513","Nino",7,4,2007
"2007.514","Africa",7,4,2007
"2007.515","Dl LAURO",7,4,2007
"2007.516","OCC",7,4,2007
"2007.517","LIPARI",7,4,2007
"2007.518","SINESI",7,2,2007
"2007.519","Ambiente",7,1,2007
"2007.520","Svizzera",6,6,2007
"2007.521","Melito Porto",6,6,2007
"2007.522","Brancaccio",6,6,2007
"2007.523","Circondariale",6,6,2007
"2007.524","Kalashnikov",6,6,2007
"2007.525","Amsterdam",6,6,2007
"2007.526","S. Antimo",6,6,2007
"2007.527","RGMP",6,6,2007
"2007.528","Parlamento",6,6,2007
"2007.529","Scozia",6,6,2007
"2007.530","CUTOLO Salvatore",6,6,2007
"2007.531","San Nicola",6,6,2007
"2007.532","AK",6,6,2007
"2007.533","Rutigliano",6,6,2007
"2007.534","Direttore Generale",6,6,2007
"2007.535","Direzione Investigativa Antimafia",6,6,2007
"2007.536","Ol",6,6,2007
"2007.537","APAOI.A.",6,6,2007
"2007.538","ATO",6,6,2007
"2007.539","BKA",6,6,2007
"2007.540","S. Angelo",6,6,2007
"2007.541","Grecia",6,6,2007
"2007.542","Magistrati",6,6,2007
"2007.543","Q Q",6,6,2007
"2007.544","B.",6,6,2007
"2007.545","Agenzia",6,6,2007
"2007.546","Burgio",6,6,2007
"2007.547","RAMPULLA Sebastiano",6,6,2007
"2007.548","San Giuseppe Vesuviano",6,6,2007
"2007.549","P.d.S.",6,6,2007
"2007.550","Vallo",6,6,2007
"2007.551","Ministri",6,6,2007
"2007.552","P.S.",6,6,2007
"2007.553","R.G.",6,6,2007
"2007.554","P.R.",6,6,2007
"2007.555","CAPPELLO",6,6,2007
"2007.556","Frosinone",6,6,2007
"2007.557","Frazione",6,6,2007
"2007.558","Mazara",6,6,2007
"2007.559","T.l.",6,6,2007
"2007.560","PAOLA",6,6,2007
"2007.561","Finanze",6,6,2007
"2007.562","O.P.",6,6,2007
"2007.563","Capitale",6,6,2007
"2007.564","Skorpio",6,6,2007
"2007.565","Decreto Prefettizio",6,6,2007
"2007.566","Medusa",6,6,2007
"2007.567","Paesi Membri",6,6,2007
"2007.568","Presidenza",6,6,2007
"2007.569","LIBRI",6,6,2007
"2007.570","P.P.",6,6,2007
"2007.571","Tavolo",6,6,2007
"2007.572","Capoluogo",6,6,2007
"2007.573","Fautovettura",6,6,2007
"2007.574","Afragola",6,6,2007
"2007.575","Gioiosa Ionica",6,6,2007
"2007.576","Bilancio",6,6,2007
"2007.577","Mileto",6,6,2007
"2007.578","Polizia Penitenziaria",6,6,2007
"2007.579","RANUCCI",6,6,2007
"2007.580","Economia",6,6,2007
"2007.581","Procure",6,6,2007
"2007.582","LAUDANI",6,6,2007
"2007.583","Teduccio",6,6,2007
"2007.584","Cammarata",6,6,2007
"2007.585","Brancaleone",6,6,2007
"2007.586","Bemardo PROVENZANO",6,6,2007
"2007.587","COSTA",6,6,2007
"2007.588","MOCCIA",6,6,2007
"2007.589","Autorit‡ Giudiziaria",6,6,2007
"2007.590","CURSOTI",6,6,2007
"2007.591","Operazioni",6,6,2007
"2007.592","Santa Maria Capua Vetere",6,6,2007
"2007.593","Palermo Sezione Misure",6,6,2007
"2007.594","Regioni",6,6,2007
"2007.595","SPEZIA",6,5,2007
"2007.596","Totale",6,5,2007
"2007.597","ALBERTO",6,5,2007
"2007.598","Gaspare",6,4,2007
"2007.599","Arabi",6,4,2007
"2007.600","lG",6,4,2007
"2007.601","Funzionari",6,4,2007
"2007.602","Soccorso",6,4,2007
"2007.603","Agostino",6,4,2007
"2007.604","NARDINO",6,4,2007
"2007.605","San Lorenzo",6,4,2007
"2007.606","Ditta",6,4,2007
"2007.607","CirÚ",6,4,2007
"2007.608","Provinciale",6,4,2007
"2007.609","Dionisio",6,4,2007
"2007.610","Sl",6,4,2007
"2007.611","Titanic",6,4,2007
"2007.612","Pakistan",6,4,2007
"2007.613","SCIUTO",6,4,2007
"2007.614","LIOTTA",6,4,2007
"2007.615","RALLO",6,4,2007
"2007.616","ARACRI",6,4,2007
"2007.617","Somma",6,3,2007
"2007.618","ALESSANDRO",6,3,2007
"2007.619","Monte",6,3,2007
"2007.620","Stefano",6,3,2007
"2007.621","Rocco",6,3,2007
"2007.622","Quartieri",6,2,2007
"2007.623","Naxos",6,2,2007
"2007.624","Policastro",6,2,2007
"2007.625","Oo",6,2,2007
"2007.626","NOLANO",6,2,2007
"2007.627","RUGGIERO",6,2,2007
"2007.628","Petilia",6,2,2007
"2007.629","Regionale",6,2,2007
"2007.630","GE",6,2,2007
"2007.631","Consorzio",6,2,2007
"2007.632","Ponte",6,2,2007
"2007.633","Italiane",6,2,2007
"2007.634","Quadro",6,2,2007
"2007.635","APA",6,2,2007
"2007.636","Opere",6,2,2007
"2007.637","Latina",6,2,2007
"2007.638","Municipale",6,2,2007
"2007.639","Antoniom",6,2,2007
"2007.640","Carlo",6,1,2007
"2007.641","MACRO",6,1,2007
"2007.642","Porta",6,1,2007
"2007.643","MOTTA",6,1,2007
"2007.644","Edoardo",6,1,2007
"2007.645","PELLEGRINO",6,1,2007
"2007.646","R.D.",5,5,2007
"2007.647","IAMONTE",5,5,2007
"2007.648","Campobello",5,5,2007
"2007.649","Castronovo",5,5,2007
"2007.650","Alcamo",5,5,2007
"2007.651","Carcerazione",5,5,2007
"2007.652","Gruppi Interforze",5,5,2007
"2007.653","Per˘",5,5,2007
"2007.654","Lgs",5,5,2007
"2007.655","Progetto MACRO",5,5,2007
"2007.656","Melfi",5,5,2007
"2007.657","Cassano",5,5,2007
"2007.658","Op",5,5,2007
"2007.659","Caterpillar",5,5,2007
"2007.660","SINESI Roberto",5,5,2007
"2007.661","Acate",5,5,2007
"2007.662","Lucera",5,5,2007
"2007.663","Bulgaria",5,5,2007
"2007.664","Ndrangheta",5,5,2007
"2007.665","Proc.Pen",5,5,2007
"2007.666","Organismi",5,5,2007
"2007.667","Rl",5,5,2007
"2007.668","R.0.0.C.",5,5,2007
"2007.669","Piazza Armerina",5,5,2007
"2007.670","VOLLARO",5,5,2007
"2007.671","Aosta",5,5,2007
"2007.672","Ferrara",5,5,2007
"2007.673","C.da",5,5,2007
"2007.674","FIORI",5,5,2007
"2007.675","Rom",5,5,2007
"2007.676","Piazzola",5,5,2007
"2007.677","Forganizzazione",5,5,2007
"2007.678","Tesoro",5,5,2007
"2007.679","GAFI",5,5,2007
"2007.680","GAI",5,5,2007
"2007.681","Israele",5,5,2007
"2007.682","San Cristoforo",5,5,2007
"2007.683","Malpensa",5,5,2007
"2007.684","GUP",5,5,2007
"2007.685","ROMEO",5,5,2007
"2007.686","lT",5,5,2007
"2007.687","TORNESE",5,5,2007
"2007.688","lN",5,5,2007
"2007.689","Azione",5,4,2007
"2007.690","Giulia",5,4,2007
"2007.691","Resort",5,4,2007
"2007.692","Rossano",5,4,2007
"2007.693","Gaetano",5,4,2007
"2007.694","Pontecagnano",5,4,2007
"2007.695","Progetti",5,3,2007
"2007.696","Accademia",5,3,2007
"2007.697","SUSTRANS",5,3,2007
"2007.698","King",5,3,2007
"2007.699","Isole",5,3,2007
"2007.700","Interpol",5,3,2007
"2007.701","Direttiva",5,3,2007
"2007.702","Nunzio",5,3,2007
"2007.703","CC",5,3,2007
"2007.704","ALVARO",5,3,2007
"2007.705","NUMERO DELI",5,3,2007
"2007.706","Mo",5,3,2007
"2007.707","CASSOTTA",5,3,2007
"2007.708","Empedocle",5,3,2007
"2007.709","AWF",5,3,2007
"2007.710","Unito",5,3,2007
"2007.711","ZAGARIA",5,3,2007
"2007.712","ESPOSITO",5,2,2007
"2007.713","Eugenio",5,2,2007
"2007.714","Mis",5,2,2007
"2007.715","MARTINO",5,2,2007
"2007.716","ROCCELLA",5,2,2007
"2007.717","Fabio",5,2,2007
"2007.718","VITALE",5,2,2007
"2007.719","Cooperazione",5,2,2007
"2007.720","Ciro",5,2,2007
"2007.721","Vicaria",5,2,2007
"2007.722","SUMMA",5,2,2007
"2007.723","Corona",5,2,2007
"2007.724","Viale",5,1,2007
"2007.725","TERRA",5,1,2007
"2007.726","Direttore DIA",5,1,2007
"2007.727","SPA",5,1,2007
"2007.728","Lavori",5,1,2007
"2007.729","Soccavo",5,1,2007
"2007.730","TEGANO",4,4,2007
"2007.731","STRANGIO Sebastiano",4,4,2007
"2007.732","l-I",4,4,2007
"2007.733","Luna",4,4,2007
"2007.734","K.",4,4,2007
"2007.735","Magistratura",4,4,2007
"2007.736","TO",4,4,2007
"2007.737","S. Maria C.V.",4,4,2007
"2007.738","SR",4,4,2007
"2007.739","Lma",4,4,2007
"2007.740","Indiziato",4,4,2007
"2007.741","Lm",4,4,2007
"2007.742","Sommatino",4,4,2007
"2007.743","U.T.G.",4,4,2007
"2007.744","Impregilo",4,4,2007
"2007.745","San Ferdinando",4,4,2007
"2007.746","APAOl",4,4,2007
"2007.747","Montagna",4,4,2007
"2007.748","USA",4,4,2007
"2007.749","Salerno-Reggio",4,4,2007
"2007.750","Santa Elisabetta",4,4,2007
"2007.751","Garda",4,4,2007
"2007.752","Africo",4,4,2007
"2007.753","Sestri Levante",4,4,2007
"2007.754","S.Maria",4,4,2007
"2007.755","Ostuni",4,4,2007
"2007.756","Sorveglianza Speciale",4,4,2007
"2007.757","Villaricca",4,4,2007
"2007.758","Prev",4,4,2007
"2007.759","Barrafranca",4,4,2007
"2007.760","Ufficio Italiano Cambi",4,4,2007
"2007.761","Belmontino",4,4,2007
"2007.762","RGNR DD",4,4,2007
"2007.763","Ges˘",4,4,2007
"2007.764","Vomero",4,4,2007
"2007.765","Giardinello",4,4,2007
"2007.766","GUCE",4,4,2007
"2007.767","R. GIP",4,4,2007
"2007.768","IACOMINO",4,4,2007
"2007.769","Affari Esteri",4,4,2007
"2007.770","America Latina",4,4,2007
"2007.771","APA01.A.",4,4,2007
"2007.772","Borgetto",4,4,2007
"2007.773","Cremona",4,4,2007
"2007.774","Porta Palazzo",4,4,2007
"2007.775","LABATE",4,4,2007
"2007.776","COPPER",4,4,2007
"2007.777","Riesame",4,4,2007
"2007.778","Consorzio Scilla",4,4,2007
"2007.779","Limbadi",4,4,2007
"2007.780","Ponte Vecchio",4,4,2007
"2007.781","Free Car",4,4,2007
"2007.782","Cisterna",4,4,2007
"2007.783","SSl",4,4,2007
"2007.784","Cetraro",4,4,2007
"2007.785","Cerda",4,4,2007
"2007.786","Centro-Nord",4,4,2007
"2007.787","SNAI",4,4,2007
"2007.788","Castello",4,4,2007
"2007.789","Castelbuono",4,4,2007
"2007.790","R.Occ",4,4,2007
"2007.791","Sardegna",4,4,2007
"2007.792","RCMP",4,4,2007
"2007.793","RM",4,4,2007
"2007.794","NUMERO DELlTl",4,4,2007
"2007.795","Carbonara",4,4,2007
"2007.796","Orso Bruno",4,4,2007
"2007.797","P. S.",4,4,2007
"2007.798","C.P.",4,4,2007
"2007.799","Ramacca",4,4,2007
"2007.800","Durazzo",4,4,2007
"2007.801","Race",4,4,2007
"2007.802","Dicembre",4,4,2007
"2007.803","R.occc",4,4,2007
"2007.804","dellYnterno-Dipartimento",4,4,2007
"2007.805","Realmonte",4,4,2007
"2007.806","R.G.N.R.",4,4,2007
"2007.807","R.G.E.",4,4,2007
"2007.808","Licola",4,4,2007
"2007.809","Orsa Maggiore",4,4,2007
"2007.810","Fassociazionismo",4,4,2007
"2007.811","Ferragosto",4,4,2007
"2007.812","Ufficio Coordinamento",4,4,2007
"2007.813","Punta",4,4,2007
"2007.814","BAGARELLA Leoluca",4,4,2007
"2007.815","SSIO",4,4,2007
"2007.816","RES",4,4,2007
"2007.817","PRESTIERI",4,4,2007
"2007.818","AGI",4,4,2007
"2007.819","Porganizzazione",4,4,2007
"2007.820","CORDI",4,4,2007
"2007.821","Ponticelli",4,4,2007
"2007.822","Aidone",4,4,2007
"2007.823","Polonia",4,4,2007
"2007.824","Poggioreale",4,4,2007
"2007.825","Aja",4,4,2007
"2007.826","Plati",4,4,2007
"2007.827","Forcella",4,4,2007
"2007.828","PETITO",4,4,2007
"2007.829","Alfredo",4,4,2007
"2007.830","Bruzzano Zeffirio",4,4,2007
"2007.831","TR",4,4,2007
"2007.832","Percentuale",4,4,2007
"2007.833","FS",4,4,2007
"2007.834","Borgia",4,4,2007
"2007.835","Pastori",4,4,2007
"2007.836","GAETA",4,4,2007
"2007.837","ALTAMURA",4,4,2007
"2007.838","Parigi",4,4,2007
"2007.839","Parghelia",4,4,2007
"2007.840","Parete",4,4,2007
"2007.841","Trenta",4,4,2007
"2007.842","Grandi Opere",4,4,2007
"2007.843","Papprowigionamento",4,4,2007
"2007.844","Considerazioni",4,4,2007
"2007.845","PAPALIA",4,4,2007
"2007.846","Confisca",4,4,2007
"2007.847","Pagliarelli",4,4,2007
"2007.848","Valle",4,4,2007
"2007.849","Mugnano",4,4,2007
"2007.850","ANo",4,4,2007
"2007.851","PADOVANO",4,4,2007
"2007.852","GdF",4,4,2007
"2007.853","Condotta",4,4,2007
"2007.854","Rovigo",4,4,2007
"2007.855","Orlando",4,4,2007
"2007.856","Orione",4,4,2007
"2007.857","San Giovanni Gemini",4,4,2007
"2007.858","Generalit‡",4,4,2007
"2007.859","Gennania",4,4,2007
"2007.860","AR",4,4,2007
"2007.861","UTG",4,4,2007
"2007.862","Colle",4,4,2007
"2007.863","Unit‡",4,4,2007
"2007.864","O.C.C.",4,4,2007
"2007.865","NT",4,4,2007
"2007.866","Comiso",4,4,2007
"2007.867","astS",4,4,2007
"2007.868","Niscemi",4,4,2007
"2007.869","Nigeria",4,4,2007
"2007.870","Tali",4,4,2007
"2007.871","Giardini Naxos",4,4,2007
"2007.872","LNPS",4,4,2007
"2007.873","NI",4,4,2007
"2007.874","CILE",4,4,2007
"2007.875","TARANTINO",4,4,2007
"2007.876","Uff",4,4,2007
"2007.877","llllTl",4,4,2007
"2007.878","Neto",4,4,2007
"2007.879","Barletta-Andria-Trani",4,4,2007
"2007.880","NARDO",4,4,2007
"2007.881","Nalo",4,4,2007
"2007.882","I-Milzislem",4,4,2007
"2007.883","MUTO",4,4,2007
"2007.884","GIP DDA",4,4,2007
"2007.885","I.l.",4,4,2007
"2007.886","Casablanca",4,4,2007
"2007.887","Gip Distrettuale",4,4,2007
"2007.888","Reggio Cumbria",4,4,2007
"2007.889","Tropea",4,4,2007
"2007.890","Loseto",4,4,2007
"2007.891","Read Dead",4,4,2007
"2007.892","Task",4,4,2007
"2007.893","Seq",4,4,2007
"2007.894","Beretta",4,4,2007
"2007.895","Lraf",4,4,2007
"2007.896","Lavori Pubblici",4,4,2007
"2007.897","Strada",4,4,2007
"2007.898","Bologna",4,4,2007
"2007.899","Casandrino",4,4,2007
"2007.900","Modica",4,4,2007
"2007.901","Mizar",4,4,2007
"2007.902","TENTATI",4,4,2007
"2007.903","Camaleonte",4,4,2007
"2007.904","MIDA",4,4,2007
"2007.905","Progetto M",4,4,2007
"2007.906","Mercedes",4,4,2007
"2007.907","Teramo",4,4,2007
"2007.908","Menfi",4,4,2007
"2007.909","Kappa",4,4,2007
"2007.910","Melissano",4,4,2007
"2007.911","CAIA",4,4,2007
"2007.912","Inlerno",4,4,2007
"2007.913","Terni",4,4,2007
"2007.914","Matteo Messina Denaro",4,4,2007
"2007.915","Petilia Policastro",4,4,2007
"2007.916","IOVINE",4,4,2007
"2007.917","BRUNI",4,4,2007
"2007.918","Istituzioni",4,4,2007
"2007.919","Marche",4,4,2007
"2007.920","Joker",4,4,2007
"2007.921","BS",4,4,2007
"2007.922","C.O.",4,4,2007
"2007.923","C.c.",4,4,2007
"2007.924","BG",4,3,2007
"2007.925","Lc",4,3,2007
"2007.926","Ina",4,3,2007
"2007.927","INUMERO DELITTI",4,3,2007
"2007.928","Massimo",4,3,2007
"2007.929","Grotte",4,3,2007
"2007.930","Peppe",4,3,2007
"2007.931","TOLONESE",4,2,2007
"2007.932","Pronto",4,2,2007
"2007.933","FRANZESE",4,2,2007
"2007.934","Ministeri",4,2,2007
"2007.935","Indipendenza",4,2,2007
"2007.936","Trattenute",4,2,2007
"2007.937","CONTE",4,2,2007
"2007.938","Jimmy",4,2,2007
"2007.939","Dati",4,2,2007
"2007.940","deIl",4,2,2007
"2007.941","Alto",4,2,2007
"2007.942","Ie",4,2,2007
"2007.943","IAVARONE",4,2,2007
"2007.944","Valerio",4,2,2007
"2007.945","Chiesa",4,2,2007
"2007.946","Intelligence",4,2,2007
"2007.947","Gregorio",4,2,2007
"2007.948","Assistente",4,2,2007
"2007.949","TAGLI",4,2,2007
"2007.950","Ovest",4,2,2007
"2007.951","Nicolino",4,2,2007
"2007.952","CARVELLI",4,2,2007
"2007.953","Muro",4,2,2007
"2007.954","LUGAR¿",4,2,2007
"2007.955","MORETTI",4,2,2007
"2007.956","CAMPISI",4,2,2007
"2007.957","Madonna",4,2,2007
"2007.958","MAIORANA",4,2,2007
"2007.959","CELESTE",4,2,2007
"2007.960","AMATO",4,2,2007
"2007.961","Accesso",4,2,2007
"2007.962","Mango",4,2,2007
"2007.963","Varano",4,2,2007
"2007.964","Commerciale",4,2,2007
"2007.965","SCARPATO",4,2,2007
"2007.966","AGOSTlNO",4,2,2007
"2007.967","Segretariato",4,2,2007
"2007.968","Fondo",4,2,2007
"2007.969","BETON",4,2,2007
"2007.970","Qi",4,2,2007
"2007.971","Mediterraneo",4,2,2007
"2007.972","Regno",4,2,2007
"2007.973","PESCE",4,2,2007
"2007.974","BONANNO",4,2,2007
"2007.975","Antico",4,1,2007
"2007.976","Mauro",4,1,2007
"2007.977","Cosimo",4,1,2007
"2007.978","Oppido",4,1,2007
"2007.979","Quarto",4,1,2007
"2007.980","MARIGLIANO",4,1,2007
"2007.981","ALTA",4,1,2007
"2007.982","FALSONE",4,1,2007
"2007.983","Squillace",3,3,2007
"2007.984","Stidda",3,3,2007
"2007.985","SP",3,3,2007
"2007.986","Mendicino",3,3,2007
"2007.987","Iu",3,3,2007
"2007.988","Ucraina",3,3,2007
"2007.989","Intemo",3,3,2007
"2007.990","Schengen",3,3,2007
"2007.991","Modugno",3,3,2007
"2007.992","BIANCO",3,3,2007
"2007.993","Nf",3,3,2007
"2007.994","ROTOLO Antonino",3,3,2007
"2007.995","N.C.O.",3,3,2007
"2007.996","Ul",3,3,2007
"2007.997","Umbria",3,3,2007
"2007.998","NICOSCIA",3,3,2007
"2007.999","Gravina",3,3,2007
"2007.1000","Boscoreale",3,3,2007
"2007.1001","Gnippo",3,3,2007
"2007.1002","Nos",3,3,2007
"2007.1003","O.e.",3,3,2007
"2007.1004","Piazza Pulita",3,3,2007
"2007.1005","Testo",3,3,2007
"2007.1006","Jonio",3,3,2007
"2007.1007","Appalti",3,3,2007
"2007.1008","Comunit‡",3,3,2007
"2007.1009","SUDAN",3,3,2007
"2007.1010","NicolÚ INGARAO",3,3,2007
"2007.1011","Casalnuovo",3,3,2007
"2007.1012","Angri",3,3,2007
"2007.1013","Pagani",3,3,2007
