"","ENTITY","TOTAL","UNIQUE","year"
"2005.28","Gruppi",15,8,2005
"2005.29","Intemo",14,14,2005
"2005.30","Sicurezza",14,6,2005
"2005.31","GIP",13,13,2005
"2005.32","Ministero",13,13,2005
"2005.33","G.",13,12,2005
"2005.34","Unione",13,9,2005
"2005.35","Giuseppe",13,6,2005
"2005.36","NA",12,12,2005
"2005.37","Finanza",12,12,2005
"2005.38","GAFI",12,12,2005
"2005.39","Giustizia",12,12,2005
"2005.40","Europa",12,11,2005
"2005.41","Capo",12,4,2005
"2005.42","Interforze",12,4,2005
"2005.43","H.",11,11,2005
"2005.44","Guardia",11,11,2005
"2005.45","LAURO",11,8,2005
"2005.46","Antima",11,5,2005
"2005.47","Sicilia",10,10,2005
"2005.48","Uf",10,10,2005
"2005.49","Carabinieri",10,10,2005
"2005.50","DDA",10,10,2005
"2005.51","Dipartimento",10,10,2005
"2005.52","S.",10,9,2005
"2005.53","Europol",10,9,2005
"2005.54","Struttura",9,9,2005
"2005.55","Organismo",9,9,2005
"2005.56","Paolo",9,6,2005
"2005.57","Direttiva",9,1,2005
"2005.58","Procura",8,8,2005
"2005.59","Caltanissetta",8,8,2005
"2005.60","Criminalit‡",8,8,2005
"2005.61","Milano",8,8,2005
"2005.62","Prefettura",8,8,2005
"2005.63","Appalti",8,6,2005
"2005.64","Messina",8,6,2005
"2005.65","Pubblica",8,3,2005
"2005.66","Francesco",8,3,2005
"2005.67","Europea",8,3,2005
"2005.68","Operativi",8,1,2005
"2005.69","Alta",8,1,2005
"2005.70","Catania",7,7,2005
"2005.71","Gruppi Interforze",7,7,2005
"2005.72","Campania",7,7,2005
"2005.73","Alta Sorveglianza",7,7,2005
"2005.74","P.S.",7,7,2005
"2005.75","Prefetture-UTG",7,7,2005
"2005.76","Questura",7,7,2005
"2005.77","Puglia",7,7,2005
"2005.78","Direttiva Generale",7,7,2005
"2005.79","Bari",7,7,2005
"2005.80","N.",7,5,2005
"2005.81","Antimafia",7,4,2005
"2005.82","Osservatorio",7,1,2005
"2005.83","Direzioni",7,1,2005
"2005.84","Osservatorio Centrale",6,6,2005
"2005.85","V.",6,6,2005
"2005.86","Polizia-Direttore",6,6,2005
"2005.87","Generalit‡",6,6,2005
"2005.88","Africa",6,5,2005
"2005.89","F.",6,5,2005
"2005.90","UE",6,5,2005
"2005.91","Palermo",6,5,2005
"2005.92","II",6,5,2005
"2005.93","America",6,4,2005
"2005.94","Isola",6,3,2005
"2005.95","Programma",6,3,2005
"2005.96","Centro",6,3,2005
"2005.97","Group",6,1,2005
"2005.98","Finanziaria",6,1,2005
"2005.99","Centri",6,1,2005
"2005.100","Legge",5,5,2005
"2005.101","MADONIA",5,5,2005
"2005.102","Torre",5,5,2005
"2005.103","Albania",5,5,2005
"2005.104","Olanda",5,5,2005
"2005.105","I.A.",5,5,2005
"2005.106","D.P.R.",5,5,2005
"2005.107","DAP",5,5,2005
"2005.108","CAVA",5,5,2005
"2005.109","Polizia Criminale",5,5,2005
"2005.110","Alleanza",5,5,2005
"2005.111","Spagna",5,5,2005
"2005.112","CAPRIATI",5,5,2005
"2005.113","Francia",5,5,2005
"2005.114","D.L.",5,5,2005
"2005.115","Procure",5,5,2005
"2005.116","Reggio Calabria",5,5,2005
"2005.117","Coordinamento",5,5,2005
"2005.118","Ministri",5,4,2005
"2005.119","Commissione",5,4,2005
"2005.120","BKA",5,4,2005
"2005.121","Cambi",5,4,2005
"2005.122","PARISI",5,3,2005
"2005.123","Sud",5,3,2005
"2005.124","Dl",5,2,2005
"2005.125","Mario",5,2,2005
"2005.126","GIULIANO",5,2,2005
"2005.127","Vice",5,1,2005
"2005.128","Appaltanti",5,1,2005
"2005.129","Luigi",5,1,2005
"2005.130","Vincenzo",5,1,2005
"2005.131","Operativo",5,1,2005
"2005.132","Avellino",4,4,2005
"2005.133","Stazioni Appaltanti",4,4,2005
"2005.134","Procuratori",4,4,2005
"2005.135","Relazione",4,4,2005
"2005.136","Basilicata",4,4,2005
"2005.137","SA",4,4,2005
"2005.138","Secondigliano",4,4,2005
"2005.139","Siracusa",4,4,2005
"2005.140","Pubblica Sicurezza",4,4,2005
"2005.141","Taranto",4,4,2005
"2005.142","U.",4,4,2005
"2005.143","Signor Capo",4,4,2005
"2005.144","Agrigento",4,4,2005
"2005.145","A.l.",4,4,2005
"2005.146","Organi",4,4,2005
"2005.147","O.P.",4,4,2005
"2005.148","NSPV",4,4,2005
"2005.149","Caserta",4,4,2005
"2005.150","Articolazioni",4,4,2005
"2005.151","Gela",4,4,2005
"2005.152","Attivit‡",4,4,2005
"2005.153","Benevento",4,4,2005
"2005.154","Misure",4,4,2005
"2005.155","Mezzogiorno",4,4,2005
"2005.156","Prefetti",4,4,2005
"2005.157","Unione Europea",4,4,2005
"2005.158","Uni",4,4,2005
"2005.159","Disposizioni",4,4,2005
"2005.160","Casal",4,4,2005
"2005.161","Direzioni Distrettuali Antima",4,4,2005
"2005.162","San Giuseppe Vesuviano",4,4,2005
"2005.163","Presidente",4,3,2005
"2005.164","Forganizzazione",4,3,2005
"2005.165","GRAZIANO",4,3,2005
"2005.166","Stretto",4,3,2005
"2005.167","Banca",4,3,2005
"2005.168","Centri Operativi",4,3,2005
"2005.169","Italiano",4,3,2005
"2005.170","Amministrazione",4,2,2005
"2005.171","Salvatore",4,1,2005
"2005.172","Estero",4,1,2005
"2005.173","Contraenti",4,1,2005
"2005.174","INTERNO",3,3,2005
"2005.175","Drug En",3,3,2005
"2005.176","Romania",3,3,2005
"2005.177","Belgio",3,3,2005
"2005.178","Lma",3,3,2005
"2005.179","M.",3,3,2005
"2005.180","MISSO",3,3,2005
"2005.181","III",3,3,2005
"2005.182","SANTAPAOLA",3,3,2005
"2005.183","Sardegna",3,3,2005
"2005.184","SARNO",3,3,2005
"2005.185","Ia",3,3,2005
"2005.186","Gioia Tauro",3,3,2005
"2005.187","Ra",3,3,2005
"2005.188","Barra",3,3,2005
"2005.189","IV",3,3,2005
"2005.190","Progettualit‡",3,3,2005
"2005.191","Canada",3,3,2005
"2005.192","Polizia-Direttore Generale",3,3,2005
"2005.193","Parlamento",3,3,2005
"2005.194","Matera",3,3,2005
"2005.195","Svolgere",3,3,2005
"2005.196","Potenza",3,3,2005
"2005.197","Direzione Centrale",3,3,2005
"2005.198","CASALESI",3,3,2005
"2005.199","Totale",3,3,2005
"2005.200","Parigi",3,3,2005
"2005.201","Brindisi",3,3,2005
"2005.202","Brasile",3,3,2005
"2005.203","Mondragone",3,3,2005
"2005.204","UIC",3,3,2005
"2005.205","UlC",3,3,2005
"2005.206","Direttore Centrale",3,3,2005
"2005.207","UNE",3,3,2005
"2005.208","Samo",3,3,2005
"2005.209","DIOMEDE",3,3,2005
"2005.210","Uniti",3,3,2005
"2005.211","Unit‡",3,3,2005
"2005.212","USA",3,3,2005
"2005.213","Sicurezza Finanziaria",3,3,2005
"2005.214","DEA",3,3,2005
"2005.215","D.M.",3,3,2005
"2005.216","CSF",3,3,2005
"2005.217","Cooperazione",3,3,2005
"2005.218","W.",3,3,2005
"2005.219","Progetti",3,3,2005
"2005.220","….",3,3,2005
"2005.221","Cfr",3,3,2005
"2005.222","CIPE",3,3,2005
"2005.223","Bemando PROVENZANO",3,3,2005
"2005.224","MERCANTE",3,3,2005
"2005.225","Contraenti Generali",3,3,2005
"2005.226","D.1.A.",3,3,2005
"2005.227","WEB",3,2,2005
"2005.228","Vecchio",3,2,2005
"2005.229","Ultimo",3,2,2005
"2005.230","TELEGRAFO",3,2,2005
"2005.231","Sl",3,2,2005
"2005.232","Ponte",3,2,2005
"2005.233","RAMPULLA",3,2,2005
"2005.234","Amministrazioni",3,2,2005
"2005.235","Anna",3,2,2005
"2005.236","Medio",3,2,2005
"2005.237","Gmppi",3,2,2005
"2005.238","DIANA",3,2,2005
"2005.239","MAZZARELLA",3,1,2005
"2005.240","FABBROCINO",3,1,2005
"2005.241","Lyon",3,1,2005
"2005.242","Domenico",3,1,2005
"2005.243","Caudina",3,1,2005
"2005.244","Pasquale",3,1,2005
"2005.245","RIZZUTO",3,1,2005
"2006.1","DIA",134,126,2006
"2006.2","Direzione",69,62,2006
"2006.3","Polizia",39,28,2006
"2006.4","Calabria",35,15,2006
"2006.5","Italia",26,24,2006
"2006.6","Giuseppe",25,14,2006
"2006.7","Tribunale",24,23,2006
"2006.8","Reggio",22,3,2006
"2006.9","Napoli",20,20,2006
"2006.10","Direttore",20,12,2006
"2006.11","Sicilia",19,17,2006
"2006.12","Carabinieri",19,17,2006
"2006.13","Comitato",17,15,2006
"2006.14","Reggio Calabria",17,15,2006
"2006.15","Sicurezza",17,9,2006
"2006.16","Prefetture",16,15,2006
"2006.17","Autorit‡",16,10,2006
"2006.18","Salvatore",15,6,2006
"2006.19","Ndrangheta",14,14,2006
"2006.20","Forze",14,13,2006
"2006.21","Paesi",14,12,2006
"2006.22","Repubblica",14,11,2006
"2006.23","Ministero",13,10,2006
"2006.24","San",13,1,2006
"2006.25","Dipartimento",12,12,2006
"2006.26","Camorra",12,12,2006
"2006.27","GIP",12,12,2006
"2006.28","Uf",11,11,2006
"2006.29","Guardia",11,11,2006
"2006.30","Milano",11,10,2006
"2006.31","Campania",11,10,2006
"2006.32","Palermo",11,10,2006
"2006.33","Centrale",11,6,2006
"2006.34","Paolo",11,3,2006
"2006.35","Operativo",11,1,2006
"2006.36","Investigazioni",10,10,2006
"2006.37","Lombardia",10,10,2006
"2006.38","CE",10,10,2006
"2006.39","Puglia",10,10,2006
"2006.40","Unione",10,9,2006
"2006.41","DDA",10,9,2006
"2006.42","UTG",10,9,2006
"2006.43","Procura",10,8,2006
"2006.44","Cambi",10,8,2006
"2006.45","Opere",10,4,2006
"2006.46","Domenico",10,3,2006
"2006.47","Antonio",10,3,2006
"2006.48","Gioia Tauro",9,9,2006
"2006.49","Finanza",9,9,2006
"2006.50","MGO",9,9,2006
"2006.51","Bari",9,9,2006
"2006.52","Organismi",9,9,2006
"2006.53","Commissione",9,8,2006
"2006.54","Caltanissetta",9,8,2006
"2006.55","Capo",9,7,2006
"2006.56","LAURO",9,6,2006
"2006.57","Pubblica",9,4,2006
"2006.58","Grandi",9,3,2006
"2006.59","Centro",9,1,2006
"2006.60","D.L.",8,8,2006
"2006.61","Europa",8,8,2006
"2006.62","Germania",8,8,2006
"2006.63","CAPRIATI",8,8,2006
"2006.64","Catania",8,8,2006
"2006.65","NA",8,8,2006
"2006.66","MESSINA",8,5,2006
"2006.67","Progetto",8,4,2006
"2006.68","Dl",8,4,2006
"2006.69","Criminale",8,2,2006
"2006.70","Intemo",7,7,2006
"2006.71","Spagna",7,7,2006
"2006.72","San Paolo",7,7,2006
"2006.73","Olanda",7,7,2006
"2006.74","Siracusa",7,7,2006
"2006.75","PPA",7,6,2006
"2006.76","Corte",7,6,2006
"2006.77","DSS",7,6,2006
"2006.78","Gruppi",7,6,2006
"2006.79","MISSO",7,6,2006
"2006.80","Programma",7,4,2006
"2006.81","Polizia Criminale",6,6,2006
"2006.82","Lma",6,6,2006
"2006.83","N.",6,6,2006
"2006.84","Caserta",6,6,2006
"2006.85","Enna",6,6,2006
"2006.86","CASALESI",6,6,2006
"2006.87","DIOMEDE",6,6,2006
"2006.88","Giustizia",6,6,2006
"2006.89","UE",6,5,2006
"2006.90","U.",6,5,2006
"2006.91","Italiano",6,4,2006
"2006.92","Appalti",6,3,2006
"2006.93","Porto",6,2,2006
"2006.94","P.S.",5,5,2006
"2006.95","Agrigento",5,5,2006
"2006.96","Direttiva",5,5,2006
"2006.97","Generalit‡",5,5,2006
"2006.98","Gela",5,5,2006
"2006.99","GAFI",5,5,2006
"2006.100","Basilicata",5,5,2006
"2006.101","Pubblica Sicurezza",5,5,2006
"2006.102","Centro Operativo DIA",5,5,2006
"2006.103","Catanzaro",5,5,2006
"2006.104","TORRE",5,5,2006
"2006.105","Salento",5,5,2006
"2006.106","Prevenzione",5,5,2006
"2006.107","D.P.R.",5,5,2006
"2006.108","Considerazioni",5,5,2006
"2006.109","Direzione Centrale",5,5,2006
"2006.110","Forganizzazione",5,5,2006
"2006.111","RC",5,5,2006
"2006.112","CAPPELLO",5,5,2006
"2006.113","EN",5,4,2006
"2006.114","Presidente",5,4,2006
"2006.115","Salerno",5,4,2006
"2006.116","Grandi Opere",5,4,2006
"2006.117","Direttore Generale",5,4,2006
"2006.118","Firenze",5,4,2006
"2006.119","Antima",5,4,2006
"2006.120","CIPE",5,3,2006
"2006.121","Mario",5,2,2006
"2006.122","America",5,2,2006
"2006.123","Francesco",5,2,2006
"2006.124","Terme",5,2,2006
"2006.125","DE",5,1,2006
"2006.126","Giovanni",5,1,2006
"2006.127","Giudiziaria",5,1,2006
"2006.128","Taranto",4,4,2006
"2006.129","Andria",4,4,2006
"2006.130","Progetti",4,4,2006
"2006.131","Procure",4,4,2006
"2006.132","Questura",4,4,2006
"2006.133","Ministri",4,4,2006
"2006.134","Trapani",4,4,2006
"2006.135","Autorit‡ Giudiziaria",4,4,2006
"2006.136","Tesoro",4,4,2006
"2006.137","Piemonte",4,4,2006
"2006.138","Vento",4,4,2006
"2006.139","Penisola",4,4,2006
"2006.140","Vibo Valentia",4,4,2006
"2006.141","AGOSTlNO",4,4,2006
"2006.142","PANELLA",4,4,2006
"2006.143","Salemo",4,4,2006
"2006.144","Sardegna",4,4,2006
"2006.145","CSF",4,4,2006
"2006.146","MONTANI",4,4,2006
"2006.147","Molise",4,4,2006
"2006.148","R.",4,4,2006
"2006.149","Malpensa",4,4,2006
"2006.150","COSENZA",4,4,2006
"2006.151","Coordinamento",4,3,2006
"2006.152","CAVA",4,3,2006
"2006.153","RCMP",4,3,2006
"2006.154","F.",4,3,2006
"2006.155","MERCANTE",4,3,2006
"2006.156","G.",4,3,2006
"2006.157","Testo",4,3,2006
"2006.158","Santa",4,2,2006
"2006.159","Bemardo",4,2,2006
"2006.160","Sez",4,2,2006
"2006.161","Presidenza",4,2,2006
"2006.162","Sud",4,2,2006
"2006.163","Nl",4,2,2006
"2006.164","Africa",4,2,2006
"2006.165","Oriente",4,2,2006
"2006.166","Biagio",4,1,2006
"2006.167","Lamezia",4,1,2006
"2006.168","Squadra",4,1,2006
"2006.169","Vincenzo",4,1,2006
"2006.170","Mobile",4,1,2006
"2006.171","Pl",4,1,2006
"2006.172","Group",4,1,2006
"2006.173","Economia",3,3,2006
"2006.174","Poperazione",3,3,2006
"2006.175","Pubblico Ministero",3,3,2006
"2006.176","Avellino",3,3,2006
"2006.177","PICCOLO",3,3,2006
"2006.178","Prefetto",3,3,2006
"2006.179","Melito Porto",3,3,2006
"2006.180","PESCE",3,3,2006
"2006.181","Sezione Misure",3,3,2006
"2006.182","Ragusa",3,3,2006
"2006.183","Arma",3,3,2006
"2006.184","SA",3,3,2006
"2006.185","Lamezia Terme",3,3,2006
"2006.186","Sicurezza Finanziaria",3,3,2006
"2006.187","BIASI",3,3,2006
"2006.188","Brasile",3,3,2006
"2006.189","Europol",3,3,2006
"2006.190","Palmi",3,3,2006
"2006.191","MATERA",3,3,2006
"2006.192","Appello",3,3,2006
"2006.193","COMMISSO",3,3,2006
"2006.194","Magistratura",3,3,2006
"2006.195","Comune",3,3,2006
"2006.196","Liguria",3,3,2006
"2006.197","Mario FABBROCINO",3,3,2006
"2006.198","Assise",3,3,2006
"2006.199","Svizzera",3,3,2006
"2006.200","Lecce",3,3,2006
"2006.201","LAUDANI",3,3,2006
"2006.202","Modena",3,3,2006
"2006.203","Cina",3,3,2006
"2006.204","NARDO",3,3,2006
"2006.205","Trani",3,3,2006
"2006.206","INTERNO",3,3,2006
"2006.207","Noto",3,3,2006
"2006.208","Tribunali",3,3,2006
"2006.209","Est",3,3,2006
"2006.210","Africo",3,3,2006
"2006.211","Aja",3,3,2006
"2006.212","Fapprowigionamento",3,3,2006
"2006.213","Uniti",3,3,2006
"2006.214","Finanze",3,3,2006
"2006.215","Veneto",3,3,2006
"2006.216","Crotone",3,3,2006
"2006.217","PARISI",3,3,2006
"2006.218","Vittoria",3,3,2006
"2006.219","Alta Sorveglianza",3,3,2006
"2006.220","Squadra Mobile",3,3,2006
"2006.221","Padova",3,3,2006
"2006.222","CATALDO",3,2,2006
"2006.223","Crime",3,2,2006
"2006.224","Brindisi",3,2,2006
"2006.225","Maria",3,2,2006
"2006.226","Clan",3,2,2006
"2006.227","Regione",3,2,2006
"2006.228","CL",3,2,2006
"2006.229","Parlamento",3,2,2006
"2006.230","PON",3,2,2006
"2006.231","Police",3,2,2006
"2006.232","PILLERA",3,2,2006
"2006.233","Obiettivo",3,2,2006
"2006.234","Giugliano",3,1,2006
"2006.235","Nord",3,1,2006
"2006.236","CR",3,1,2006
"2006.237","Drug",3,1,2006
"2007.1","DIA",396,364,2007
"2007.2","Tribunale",353,347,2007
"2007.3","GIP",292,249,2007
"2007.4","Polizia",258,228,2007
"2007.5","Napoli",224,215,2007
"2007.6","San",200,31,2007
"2007.7","Carabinieri",199,185,2007
"2007.8","Q.",191,177,2007
"2007.9","RGNR",168,141,2007
"2007.10","DDA",150,112,2007
"2007.11","Calabria",148,35,2007
"2007.12","Palermo",146,131,2007
"2007.13","Reggio",143,21,2007
"2007.14","Repubblica",130,121,2007
"2007.15","Procura",119,95,2007
"2007.16","Bari",108,102,2007
"2007.17","Reggio Calabria",104,97,2007
"2007.18","Catania",102,100,2007
"2007.19","NUMERO",91,35,2007
"2007.20","RC",88,86,2007
"2007.21","Italia",87,65,2007
"2007.22","P.S.",85,85,2007
"2007.23","Comune",85,83,2007
"2007.24","Arma",83,83,2007
"2007.25","DELITTI",78,16,2007
"2007.26","Giuseppe",77,17,2007
"2007.27","Direzione",70,43,2007
"2007.28","Sezione",65,13,2007
"2007.29","Giovanni",64,8,2007
"2007.30","Guardia",62,62,2007
"2007.31","Operazione",61,55,2007
"2007.32","NA",60,60,2007
"2007.33","Salvatore",60,20,2007
"2007.34","Lombardia",58,58,2007
"2007.35","COMMESSI",58,18,2007
"2007.36","Catanzaro",56,52,2007
"2007.37","MESSINA",56,45,2007
"2007.38","Euro",56,45,2007
"2007.39","Milano",55,55,2007
"2007.40","Francesco",55,23,2007
"2007.41","Gioia",55,9,2007
"2007.42","Nato",54,50,2007
"2007.43","Forze",53,53,2007
"2007.44","Finanza",52,52,2007
"2007.45","Gela",52,51,2007
"2007.46","Paesi",51,39,2007
"2007.47","Caltanissetta",50,50,2007
"2007.48","R.G.",48,48,2007
"2007.49","Campania",46,46,2007
"2007.50","PICCOLO",46,38,2007
"2007.51","Sicilia",46,38,2007
"2007.52","TRAPANI",44,44,2007
"2007.53","Antonio",44,15,2007
"2007.54","Torre",43,20,2007
"2007.55","CASALESI",42,42,2007
"2007.56","W.",42,38,2007
"2007.57","PP",42,3,2007
"2007.58","Provincia",41,37,2007
"2007.59","Misure",41,10,2007
"2007.60","Crotone",40,39,2007
"2007.61","Decreto",40,29,2007
"2007.62","Distrettuale",40,2,2007
"2007.63","Cosenza",39,39,2007
"2007.64","Gioia Tauro",38,34,2007
"2007.65","N.",38,22,2007
"2007.66","Direttore",38,21,2007
"2007.67","Spagna",37,37,2007
"2007.68","Porto",37,23,2007
"2007.69","Antimafia",37,2,2007
"2007.70","Ministero",36,27,2007
"2007.71","Unione",36,19,2007
"2007.72","Luca",36,8,2007
"2007.73","Brindisi",35,35,2007
"2007.74","Lecce",35,31,2007
"2007.75","Legge",35,31,2007
"2007.76","Vincenzo",35,8,2007
"2007.77","Caserta",34,34,2007
"2007.78","RG",34,11,2007
"2007.79","FF.PP",33,33,2007
"2007.80","PA",33,33,2007
"2007.81","Prevenzione",33,33,2007
"2007.82","H.",33,33,2007
"2007.83","Agrigento",33,31,2007
"2007.84","ANGELO",33,18,2007
"2007.85","Maria",33,7,2007
"2007.86","CP",32,32,2007
"2007.87","Foggia",31,31,2007
"2007.88","Nr",31,28,2007
"2007.89","Ufficio",31,9,2007
"2007.90","Germania",30,30,2007
"2007.91","Nam",30,28,2007
"2007.92","NUMERO DELITTI COMMESSI",30,24,2007
"2007.93","LAURO",30,20,2007
"2007.94","Capo",30,9,2007
"2007.95","DE",30,7,2007
"2007.96","Generale",30,5,2007
"2007.97","Corte",29,29,2007
"2007.98","Palmi",29,29,2007
"2007.99","SDI",29,24,2007
"2007.100","Sud",29,5,2007
"2007.101","Comitato",28,27,2007
"2007.102","SALERNO",28,26,2007
"2007.103","Sant",28,20,2007
"2007.104","Centrale",28,13,2007
"2007.105","V.",28,11,2007
"2007.106","Locri",27,27,2007
"2007.107","Proc",27,20,2007
"2007.108","CED",26,26,2007
"2007.109","CL",26,24,2007
"2007.110","Taranto",26,24,2007
"2007.111","M.",26,20,2007
"2007.112","Dipartimento",26,19,2007
"2007.113","Sicurezza",26,10,2007
"2007.114","Europea",26,6,2007
"2007.115","Dl",26,5,2007
"2007.116","Sindaco",25,25,2007
"2007.117","Toscana",25,25,2007
"2007.118","Trani",25,24,2007
"2007.119","Progetto",25,12,2007
"2007.120","America",25,3,2007
"2007.121","Licata",24,24,2007
"2007.122","Seminara",24,24,2007
"2007.123","Genova",24,24,2007
"2007.124","CT",24,24,2007
"2007.125","Rep",24,20,2007
"2007.126","Presidente",24,20,2007
"2007.127","Ercolano",24,20,2007
"2007.128","Sezione Misure",24,18,2007
"2007.129","Europa",23,19,2007
"2007.130","Antonino",23,13,2007
"2007.131","Rione",23,5,2007
"2007.132","Nord",23,2,2007
"2007.133","Emilia",23,1,2007
"2007.134","Partinico",22,22,2007
"2007.135","Bitonto",22,22,2007
"2007.136","San Luca",22,22,2007
"2007.137","Olanda",22,22,2007
"2007.138","O.C.",22,22,2007
"2007.139","CanicattÏ",22,22,2007
"2007.140","CINA",22,21,2007
"2007.141","Prefettizio",22,16,2007
"2007.142","Romagna",22,4,2007
"2007.143","Pietro",22,3,2007
"2007.144","ﬂ.",21,21,2007
"2007.145","R.G. Gip",21,21,2007
"2007.146","CE",21,21,2007
"2007.147","Andria",21,20,2007
"2007.148","Siracusa",21,17,2007
"2007.149","Stazione",21,6,2007
"2007.150","Gioiosa",21,3,2007
"2007.151","Secondigliano",20,20,2007
"2007.152","Racalmuto",20,20,2007
"2007.153","AG",20,16,2007
"2007.154","÷.",20,14,2007
"2007.155","Autorit‡",20,13,2007
"2007.156","Centro",20,7,2007
"2007.157","Jonica",20,4,2007
"2007.158","Torre Annunziata",19,19,2007
"2007.159","Reg",19,19,2007
"2007.160","Ribera",19,19,2007
"2007.161","RG GIP",19,19,2007
"2007.162","Puglia",19,19,2007
"2007.163","RGNR DDA",19,19,2007
"2007.164","PARISI",19,18,2007
"2007.165","U.",19,11,2007
"2007.166","Severo",19,3,2007
"2007.167","Mobile",19,2,2007
"2007.168","RMP",18,18,2007
"2007.169","Interno",18,15,2007
"2007.170","Sebastiano",18,6,2007
"2007.171","Terme",18,2,2007
"2007.172","Rizziconi",17,17,2007
"2007.173","Solidariet‡",17,17,2007
"2007.174","Unione Europea",17,17,2007
"2007.175","Squadra Mobile",17,17,2007
"2007.176","Brescia",17,17,2007
"2007.177","Favara",17,17,2007
"2007.178","Procura Generale",17,17,2007
"2007.179","EN",17,16,2007
"2007.180","Greco",17,15,2007
"2007.181","Europol",17,15,2007
"2007.182","Mandamento",17,14,2007
"2007.183","PELLE",17,13,2007
"2007.184","Marina",17,13,2007
"2007.185","MANCUSO",17,13,2007
"2007.186","F.",17,12,2007
"2007.187","Regione",17,11,2007
"2007.188","Luigi",17,8,2007
"2007.189","Matteo",17,6,2007
"2007.190","Relazione",17,5,2007
"2007.191","Lamezia",17,2,2007
"2007.192","Potenza",16,16,2007
"2007.193","San Severo",16,16,2007
"2007.194","Sud America",16,16,2007
"2007.195","M.P.",16,16,2007
"2007.196","Penisola",16,16,2007
"2007.197","DPR",16,16,2007
"2007.198","Siderno",16,16,2007
"2007.199","Emilia Romagna",16,16,2007
"2007.200","Lazio",16,16,2007
"2007.201","Ragusa",16,15,2007
"2007.202","Gruppi",16,11,2007
"2007.203","Pasquale",16,6,2007
"2007.204","Domenico",16,2,2007
"2007.205","Penale",16,1,2007
"2007.206","Appello",15,15,2007
"2007.207","G.l.",15,15,2007
"2007.208","MAZZEI",15,15,2007
"2007.209","Montechiaro",15,15,2007
"2007.210","Piemonte",15,15,2007
"2007.211","Siculiana",15,15,2007
"2007.212","Giugliano",15,13,2007
"2007.213","CAPRIATI",15,12,2007
"2007.214","Arzano",15,11,2007
"2007.215","Commissione",15,9,2007
"2007.216","Comunale",15,8,2007
"2007.217","STRANGIO",15,7,2007
"2007.218","Raffaele",15,5,2007
"2007.219","Denaro",15,4,2007
"2007.220","Nicola",15,3,2007
"2007.221","Semestrale",15,3,2007
"2007.222","Rizzuto",15,2,2007
"2007.223","Jato",15,1,2007
"2007.224","Liguria",14,14,2007
"2007.225","Colombia",14,14,2007
"2007.226","MISSO",14,14,2007
"2007.227","Prefetto",14,14,2007
"2007.228","Adrano",14,14,2007
"2007.229","CREA",14,14,2007
"2007.230","San Giuseppe Jato",14,14,2007
"2007.231","Rosarno",14,13,2007
"2007.232","Arcangelo",14,12,2007
"2007.233","Antimo",14,12,2007
"2007.234","VERDE",14,10,2007
"2007.235","Arena",14,9,2007
"2007.236","DD",14,8,2007
"2007.237","Scilla",14,8,2007
"2007.238","DELI",14,5,2007
"2007.239","Mario",14,5,2007
"2007.240","Valentia",14,5,2007
"2007.241","Michele",14,4,2007
"2007.242","Distrettuale Antimafia",14,2,2007
"2007.243","X.",13,13,2007
"2007.244","Pubblica Sicurezza",13,13,2007
"2007.245","RGGIP",13,13,2007
"2007.246","ÿ.",13,13,2007
"2007.247","Principe",13,13,2007
"2007.248","Sciacca",13,13,2007
"2007.249","Procuratore",13,13,2007
"2007.250","Palma",13,13,2007
"2007.251","Ordine",13,13,2007
"2007.252","Palenno",13,13,2007
"2007.253","Romania",13,13,2007
"2007.254","G.l.P.",13,13,2007
"2007.255","Matera",13,13,2007
"2007.256","CS",13,13,2007
"2007.257","Belforte",13,13,2007
"2007.258","C.C.",13,13,2007
"2007.259","Canada",13,13,2007
"2007.260","R.o.",13,13,2007
"2007.261","J.",13,12,2007
"2007.262","ASCIONE",13,12,2007
"2007.263","Barletta",13,12,2007
"2007.264","Giustizia",13,12,2007
"2007.265","GRIMALDI",13,12,2007
"2007.266","RUSSO",13,9,2007
"2007.267","ASCONE",13,7,2007
"2007.268","Sem",13,5,2007
"2007.269","Lorenzo",13,4,2007
"2007.270","CUTOLO",13,4,2007
"2007.271","Bernardo",13,2,2007
"2007.272","Bagnara",13,2,2007
"2007.273","Marco",13,2,2007
"2007.274","Amantea",12,12,2007
"2007.275","Ordinanza",12,12,2007
"2007.276","Commissariato",12,12,2007
"2007.277","Five",12,12,2007
"2007.278","CEPOL",12,12,2007
"2007.279","Assise",12,12,2007
"2007.280","Riesi",12,12,2007
"2007.281","FG",12,12,2007
"2007.282","Avellino",12,12,2007
"2007.283","Giudice",12,12,2007
"2007.284","Brolo",12,12,2007
"2007.285","P.M.",12,12,2007
"2007.286","R.G.GIP",12,12,2007
"2007.287","Patierno",12,12,2007
"2007.288","Relazione Semestrale",12,12,2007
"2007.289","ENNA",12,12,2007
"2007.290","Direzione Distrettuale Antimafia",12,12,2007
"2007.291","C.V.",12,12,2007
"2007.292","BR",12,12,2007
"2007.293","Francia",12,11,2007
"2007.294","Procedimento",12,10,2007
"2007.295","Libert‡",12,10,2007
"2007.296","SA",12,10,2007
"2007.297","SANTAPAOLA",12,10,2007
"2007.298","Scissionisti",12,10,2007
"2007.299","San Pietro",12,10,2007
"2007.300","VOTTARI",12,8,2007
"2007.301","PM",12,8,2007
"2007.302","Sez",12,8,2007
"2007.303","T.",12,6,2007
"2007.304","Isola",12,4,2007
